,DateTime,zenith,azimuth,Temperature,Temperature_cell
728,2014-08-20-10-40-00,30.468262,132.8164,24.529785,51.99133937
729,2014-08-20-14-40-00,40.950195,245.57812,29.536133,58.2535875
730,2014-08-20-18-40-00,89.15625,284.32812,26.972656,29.42572692
731,2014-08-21-09-10-00,46.586914,108.33984,24.680664,53.65883785
732,2014-08-21-13-10-00,26.92041,214.49219,30.078125,63.55864472
733,2014-08-21-17-10-00,71.171875,271.5,29.619629,50.31482603
734,2014-08-22-07-45-00,63.762695,94.03711,16.625,18.10579095
735,2014-08-22-11-45-00,24.068848,165.46094,17.674316,27.71826412
736,2014-08-22-15-45-00,54.10547,258.125,22.804688,40.73637129
737,2014-08-23-06-20-00,81.24414,82.23242,15.25,32.14495423
738,2014-08-23-10-20-00,34.256836,127.25,21.409668,48.98440486
739,2014-08-23-14-20-00,38.128906,239.4414,24.878906,30.00834247
740,2014-08-23-18-20-00,85.89453,280.77344,26.441406,36.52291407
741,2014-08-24-08-55-00,49.975586,106.59961,22.683594,50.50628004
742,2014-08-24-12-55-00,26.361328,206.48828,28.03955,56.69780589
743,2014-08-24-16-55-00,68.82031,268.5547,29.93457,54.2547316
744,2014-08-25-07-35-00,66.208984,93.5957,23.384277,49.00671242
745,2014-08-25-11-35-00,25.608398,160.83594,29.75,60.69401466
746,2014-08-25-15-35-00,52.871094,255.44922,31.10498,57.64926815
747,2014-08-26-06-15-00,82.67383,82.50781,19.889648,31.20666688
748,2014-08-26-10-15-00,35.710938,127.10742,24.03955,58.8109946
749,2014-08-26-14-15-00,38.131836,237.07812,25.379883,35.45906575
750,2014-08-26-18-15-00,85.64453,279.33594,21.59375,22.20763289
751,2014-08-27-08-55-00,50.44336,107.83984,25.685547,57.29489774
752,2014-08-27-12-55-00,27.407715,206.0664,23.353516,29.49431247
753,2014-08-27-16-55-00,69.57422,267.75,26.356445,50.74002759
754,2014-08-28-07-40-00,65.60156,95.43359,19.549805,46.80239651
755,2014-08-28-11-40-00,26.27246,164.625,24.949707,33.46788177
756,2014-08-28-15-40-00,54.658203,255.46094,27.759766,55.45468572
757,2014-08-29-06-30-00,80.03906,85.625,18.131348,35.36506032
758,2014-08-29-10-30-00,34.054688,133.58203,23.723145,52.04567968
759,2014-08-29-14-30-00,41.658203,240.21094,28.958496,56.01071106
760,2014-08-29-18-30-00,89.46094,280.72656,26.532715,29.39314351
761,2014-08-30-09-20-00,46.177734,114.37305,23.609863,52.74738317
762,2014-08-30-13-20-00,31.152832,216.91016,30.03955,60.53123857
763,2014-08-30-17-20-00,75.47461,270.5625,30.57959,47.90559245
764,2014-08-31-08-10-00,59.961914,101.34961,24.019531,47.53790567
765,2014-08-31-12-10-00,26.61377,181.98047,30.442871,58.0601712
766,2014-08-31-16-10-00,61.47461,259.71875,32.59961,51.86551458
767,2014-09-01-07-05-00,73.30078,91.677734,21.439941,43.92964428
768,2014-09-01-11-05-00,30.36914,148.9336,28.625977,58.10402941
769,2014-09-01-15-05-00,48.992188,247.44922,32.128906,62.5027453
770,2014-09-02-06-00-00,86.708984,82.75195,16.589844,25.46708311
771,2014-09-02-10-00-00,39.691406,125.95117,27.759766,57.79428068
772,2014-09-02-14-00-00,37.867188,230.52344,33.0791,63.27245464
773,2014-09-02-18-00-00,84.46484,275.45312,31.559082,44.34617841
774,2014-09-03-08-55-00,51.59668,110.80078,24.563965,50.36962933
775,2014-09-03-12-55-00,29.953613,205.22656,31.589844,60.58346823
776,2014-09-03-16-55-00,71.43945,265.85938,32.887695,57.12870678
777,2014-09-04-07-55-00,63.569336,100.4375,24.011719,44.89897699
778,2014-09-04-11-55-00,28.15625,174.67188,29.759766,59.24302344
779,2014-09-04-15-55-00,59.59375,256.0625,28.440918,31.03286486
780,2014-09-05-07-00-00,74.884766,92.39844,18.47998,20.63999639
781,2014-09-05-11-00-00,32.08789,148.55469,24.404785,53.08354981
782,2014-09-05-15-00-00,49.26367,245.1875,29.05957,46.46309804
783,2014-09-06-06-05-00,86.26758,84.86719,17.399902,26.58054811
784,2014-09-06-10-05-00,39.786133,129.32422,19.63086,42.77394402
785,2014-09-06-14-05-00,40.010742,230.94531,24.685547,45.08028053
786,2014-09-06-18-05-00,86.60156,275.1328,20.279785,25.55554533
787,2014-09-07-09-10-00,49.495117,115.697266,19.688477,48.39108208
788,2014-09-07-13-10-00,32.91211,211.28516,24.759766,55.36468126
789,2014-09-07-17-10-00,75.62891,266.9922,26.786133,47.98364633
790,2014-09-08-08-15-00,60.20117,105.390625,19.899414,26.29912249
791,2014-09-08-12-15-00,29.671387,185.66016,25.760742,43.61337617
792,2014-09-08-16-15-00,64.75195,258.28125,27.399902,49.31483622
793,2014-09-09-07-25-00,70.37109,97.62891,19.595703,21.49891389
794,2014-09-09-11-25-00,31.209473,161.29297,26.07959,54.17988298
795,2014-09-09-15-25-00,55.222656,249.15625,29.779785,54.93352692
796,2014-09-10-06-35-00,80.71289,90.60156,18.80957,25.8913861
797,2014-09-10-10-35-00,36.48633,141.07031,24.342773,52.77490205
798,2014-09-10-14-35-00,46.367188,237.96094,26.529785,37.90012545
799,2014-09-11-09-50-00,43.408203,127.46094,19.881836,24.69581596
800,2014-09-11-13-50-00,39.57129,225,25.074219,57.25532868
801,2014-09-11-17-50-00,85.03906,271.625,25.353516,34.99364708
802,2014-09-12-09-20-00,48.722656,120.28906,17.887207,21.57202385
803,2014-09-12-13-20-00,36.006836,214.39062,18.28125,22.0889369
804,2014-09-12-17-25-00,80.21094,267.77344,20.519531,21.04744722
805,2014-09-13-08-45-00,55.3125,113.16211,16.769531,21.07566972
806,2014-09-13-12-45-00,33.101562,199.98047,19.669922,29.50243127
807,2014-09-13-16-45-00,72.34766,261.5703,20.969727,41.83632484
808,2014-09-14-08-05-00,63.191406,106.16797,15.539795,18.28065193
809,2014-09-14-12-05-00,31.941406,181.625,19.739746,30.08975576
810,2014-09-14-16-05-00,64.62891,254.89453,22.219727,24.14329607
811,2014-09-15-07-30-00,70.3125,100.80078,15.5998535,40.66784551
812,2014-09-15-11-30-00,33.109375,165.6289,22.399902,51.12047428
813,2014-09-15-15-30-00,58.13672,248.35938,24.70996,55.473116
814,2014-09-16-06-55-00,77.546875,95.83984,15.0998535,19.33463948
815,2014-09-16-10-55-00,36.085938,151.26562,22.37207,52.57629771
816,2014-09-16-15-05-00,53.791016,243.07422,24.682129,51.42614558
817,2014-09-17-06-30-00,82.796875,92.54883,17.169922,19.13854911
818,2014-09-17-10-30-00,39.18457,142.51562,22.947754,53.49095429
819,2014-09-17-14-30-00,47.9834,234.77344,26.069824,55.22907879
820,2014-09-18-06-00-00,89.08008,88.5957,18.759766,19.0411019
821,2014-09-18-10-00-00,43.56836,133.44531,23.47998,51.24680975
822,2014-09-18-14-05-00,44.336914,227.86328,27.378418,32.19102341
823,2014-09-19-09-40-00,46.90918,128.34375,21.91504,50.73851313
824,2014-09-19-13-40-00,41.145508,220.07031,27.489746,60.09631305
825,2014-09-19-17-40-00,85.3418,268.0703,26.76709,38.26382128
826,2014-09-20-09-15-00,51.302734,122.603516,21.346191,49.52087104
827,2014-09-20-13-15-00,38.533203,211.33203,25.996582,56.99661684
828,2014-09-20-17-15-00,80.5293,264.17188,23.4292,24.38569336
829,2014-09-21-08-50-00,55.939453,117.53516,19,45.92122241
830,2014-09-21-12-50-00,36.63379,201.6875,24.362305,50.93832017
831,2014-09-21-16-50-00,75.75586,260.17188,25.33252,43.6479396
832,2014-09-22-08-30-00,59.82129,113.94922,19.55957,44.29316361
833,2014-09-22-12-30-00,35.79004,193.46484,25,48.97270089
834,2014-09-22-16-30-00,72.04492,256.79688,24.638184,25.87867697
835,2014-09-23-08-10-00,63.79297,110.63867,13.381592,42.09856829
836,2014-09-23-12-10-00,35.523438,185.01953,20.969727,44.8709408
837,2014-09-23-16-10-00,68.39453,253.27734,22.049805,42.78943439
838,2014-09-24-07-55-00,66.865234,108.40039,13.618408,44.01781694
839,2014-09-24-11-55-00,35.811523,178.71875,20.8833,49.48902012
840,2014-09-24-15-55-00,65.78711,250.45312,23.507812,53.91901834
841,2014-09-25-07-40-00,69.96875,106.265625,17.55957,46.44212306
842,2014-09-25-11-40-00,36.424805,172.55078,24.01709,50.39689746
843,2014-09-25-15-40-00,63.23535,247.50781,27.351562,48.10527877
844,2014-09-26-07-30-00,72.109375,105.01758,19.119629,44.28190415
845,2014-09-26-11-30-00,37.13086,168.64062,24.716309,48.43409423
846,2014-09-26-15-30-00,61.67871,245.3789,26.90918,49.93033179
847,2014-09-27-07-20-00,74.259766,103.80078,17.889648,21.37803806
848,2014-09-27-11-20-00,37.963867,164.86719,20.32959,29.52158078
849,2014-09-27-15-20-00,60.157227,243.1875,14.22998,16.04395778
850,2014-09-28-07-10-00,76.41992,102.61328,8.525635,32.50695839
851,2014-09-28-11-10-00,38.916016,161.24219,16.444336,48.15050376
852,2014-09-28-15-10-00,58.67578,240.92578,19.746582,48.86404222
853,2014-09-29-07-05-00,77.58594,102.21289,9.679932,34.75600402
854,2014-09-29-11-05-00,39.6084,159.64062,19.109863,50.73535197
855,2014-09-29-15-05-00,58.118164,239.64062,24.05371,53.77702806
856,2014-09-30-07-00-00,78.75195,101.81836,13.213623,37.66550467
857,2014-09-30-11-00-00,40.323242,158.08203,21.503906,51.51295075
858,2014-09-30-15-00-00,57.573242,238.33984,26.339844,57.1401661
859,2014-10-01-07-00-00,78.91992,102.18359,13.299805,36.63824336
860,2014-10-01-11-00-00,40.668945,158.3789,23.679688,55.98388263
861,2014-10-01-15-00-00,57.90625,238.08594,27.313477,57.30423735
862,2014-10-02-07-00-00,79.08789,102.54883,13.625244,37.95358406
863,2014-10-02-11-00-00,41.01367,158.67188,22.050293,56.75606344
864,2014-10-02-15-00-00,58.239258,237.83594,25.106934,54.0906194
865,2014-10-03-07-05-00,78.26172,103.67578,14.385742,37.02916815
866,2014-10-03-11-05-00,41.00879,160.77734,20.641113,50.77964138
867,2014-10-03-15-05-00,59.441406,238.6289,23.84082,50.06471897
868,2014-10-04-07-10-00,77.44336,104.81055,10.3359375,27.77073947
869,2014-10-04-11-10-00,41.04492,162.875,15.909912,41.67159028
870,2014-10-04-15-10-00,60.646484,239.39844,16.969727,38.95001594
871,2014-10-05-07-15-00,76.63281,105.953125,5.5513916,28.85388366
872,2014-10-05-11-15-00,41.120117,164.96484,12.084961,40.85134763
873,2014-10-05-15-15-00,61.85547,240.14844,16.043457,36.33248583
874,2014-10-06-07-25-00,74.85742,107.90039,8.07251,33.69764436
875,2014-10-06-11-25-00,41.023438,168.90625,15.7265625,47.94989059
876,2014-10-06-15-25-00,63.96582,241.83594,19.179688,49.64181056
877,2014-10-07-07-40-00,72.146484,110.71484,11.374512,35.99682301
878,2014-10-07-11-40-00,40.961914,174.73828,19.429688,46.5915937
879,2014-10-07-15-40-00,67.01758,244.36719,23.125,47.69723905
880,2014-10-08-07-55-00,69.5,113.63281,14.884766,31.55497364
881,2014-10-08-11-55-00,41.21875,180.53516,20.555664,50.8282311
882,2014-10-08-15-55-00,70.12109,246.75781,24.402832,43.89495449
883,2014-10-09-08-10-00,66.92578,116.666016,16.269531,43.6333591
884,2014-10-09-12-10-00,41.78711,186.23047,21.439941,48.6914748
885,2014-10-09-16-10-00,73.26367,249.03125,23.169922,42.72776722
886,2014-10-10-08-40-00,61.817383,122.79883,18.319824,36.77221782
887,2014-10-10-12-40-00,43.42383,197.08984,11.269775,11.86543111
888,2014-10-10-16-40-00,79.37109,253.5586,14.369873,28.37190748
889,2014-10-11-09-00-00,58.706055,127.36719,9.357666,38.93196208
890,2014-10-11-13-00-00,45.240234,203.82422,15.508545,46.90465108
891,2014-10-11-17-00-00,83.60547,256.3203,15.269775,27.80922609
892,2014-10-12-09-20-00,55.816406,132.26953,12.07373,44.08944251
893,2014-10-12-13-20-00,47.472656,210.0586,18.03955,47.56556013
894,2014-10-12-17-20-00,87.87891,258.98438,19.489746,26.61977761
895,2014-10-13-09-40-00,53.1875,137.53906,18.179688,49.60863526
896,2014-10-13-13-40-00,50.063477,215.79297,24.34961,49.30138087
897,2014-10-14-10-10-00,49.68164,146.01172,15.716553,37.46166178
898,2014-10-14-14-10-00,54.34082,223.58203,19.049805,43.66037651
899,2014-10-15-06-40-00,85.31445,104.06445,7.23999,19.56522743
900,2014-10-15-10-40-00,46.995117,155.36719,14.326172,36.55441152
901,2014-10-15-14-40-00,59.16797,230.41797,17.699219,38.06798877
902,2014-10-16-07-10-00,79.61328,108.94141,5.6799316,6.926652031
903,2014-10-16-11-10-00,45.279297,165.46094,12.543945,41.23749438
904,2014-10-16-15-10-00,64.416016,236.45703,15.662598,40.76876503
905,2014-10-17-07-40-00,74.09961,114.109375,6.8481445,34.22859191
906,2014-10-17-11-40-00,44.651367,175.98828,13.8498535,45.17580376
907,2014-10-17-15-40-00,69.984375,241.84375,16.535156,45.64759607
908,2014-10-18-08-15-00,67.953125,120.59961,11.262939,39.21664874
909,2014-10-18-12-15-00,45.291992,188.2539,15.55542,44.37215085
910,2014-10-18-16-15-00,76.74219,247.53516,15.765869,35.31473725
911,2014-10-19-08-50-00,62.265625,127.82031,8.799316,41.32317713
912,2014-10-19-12-50-00,47.40918,199.88281,14.689697,46.726484
913,2014-10-19-16-50-00,83.74219,252.72266,16.763672,32.7856622
914,2014-10-20-09-30-00,56.48828,137.15234,12.549805,42.72129336
915,2014-10-20-13-30-00,51.348633,211.84375,18.72461,47.23228912
916,2014-10-21-10-10-00,51.793945,147.88281,12.687744,37.97623572
917,2014-10-21-14-10-00,56.621094,222.17188,16.515625,45.12662345
918,2014-10-22-06-55-00,83.63867,108.521484,5.73999,23.74781156
919,2014-10-22-10-55-00,48.17871,161.58203,14.860107,46.2456631
920,2014-10-22-14-55-00,63.68457,232.03125,20.09668,49.31003484
921,2014-10-23-07-40-00,75.31836,115.953125,8.839844,35.51013077
922,2014-10-23-11-40-00,46.773438,176.4961,17.586914,46.22547964
923,2014-10-23-15-40-00,71.62305,240.3711,20.999512,49.6930366
924,2014-10-24-08-25-00,67.57617,124.2793,13.621826,43.34690526
925,2014-10-24-12-25-00,47.779297,191.49219,20.478516,52.00606312
926,2014-10-24-16-25-00,80.16016,247.60547,21.987793,35.53824562
927,2014-10-25-09-15-00,59.942383,134.98438,12.399902,15.11985518
928,2014-10-25-13-15-00,51.504883,206.83594,16.112793,28.42862886
929,2014-10-26-10-10-00,53.286133,149.01562,13.7717285,42.20301722
930,2014-10-26-14-10-00,58.145508,221.17969,18.108887,50.07907071
931,2014-10-27-07-05-00,82.66797,111.49609,7.7199707,23.49114089
932,2014-10-27-11-05-00,49.23828,165.46875,15.969971,46.83392923
933,2014-10-27-15-05-00,66.68359,232.89844,19.248047,44.29403864
934,2014-10-28-08-00-00,72.77734,120.7832,13.049805,19.63834635
935,2014-10-28-12-00-00,48.47461,183.27734,17.78955,26.83321024
936,2014-10-28-16-00-00,76.46289,242.58203,19.339844,23.67909394
937,2014-10-29-08-55-00,63.93164,131.61719,14,45.51230475
938,2014-10-29-12-55-00,51.148438,200.48047,18.09961,32.54710598
939,2014-10-29-16-55-00,87.03125,250.89062,18.45996,26.48638967
940,2014-10-30-09-50-00,56.67383,144.5625,10.927734,18.36572917
941,2014-10-30-13-50-00,56.76953,215.50781,16.649902,21.06739402
942,2014-10-31-06-55-00,85.34375,111.05664,2.908142,3.883583395
943,2014-10-31-10-55-00,51.061523,162.85156,10.118408,33.95201988
944,2014-10-31-14-55-00,66.10547,230.0039,12.40332,33.36800414
945,2014-11-01-08-00-00,73.64844,121.796875,6.713501,31.52564254
946,2014-11-01-12-00-00,49.77539,183.25,13.296875,41.3459805
947,2014-11-01-16-00-00,77.35742,241.61328,14.75,34.65473254
948,2014-11-02-09-05-00,63.43457,134.65625,10.556885,41.66572518
949,2014-11-02-13-05-00,53.13672,202.92188,14.501465,41.2204559
950,2014-11-02-17-05-00,89.759766,251.33594,15.449951,15.49576907
951,2014-11-03-10-10-00,55.603516,150.46875,14.569824,44.42013277
952,2014-11-03-14-10-00,60.364258,219.60938,18.07959,44.74880092
953,2014-11-04-07-15-00,82.365234,115.0957,7.339966,25.29443924
954,2014-11-04-11-15-00,51.307617,169.25781,14.322998,46.93427066
955,2014-11-04-15-15-00,70.25,233.0039,17.871582,42.75482983
956,2014-11-05-08-30-00,69.521484,128.1875,6.959961,14.81409937
957,2014-11-05-12-30-00,51.845703,192.32812,10.372803,36.92699463
958,2014-11-05-16-30-00,83.65039,245.42188,8.5998535,22.17571264
959,2014-11-06-09-45-00,59.166992,144.58203,5.079956,32.43981821
960,2014-11-06-13-45-00,58.101562,213.00781,10.97998,36.10845649
961,2014-11-07-07-00-00,85.75,113.48828,0.27999878,16.76141408
962,2014-11-07-11-00-00,52.875977,164.94922,9.929932,41.29433288
963,2014-11-07-15-00-00,68.5,229.46484,13.778809,43.00904997
964,2014-11-08-08-15-00,72.64258,126.00195,8.7092285,38.27193867
965,2014-11-08-12-15-00,52.177734,187.59766,13.279785,41.78551889
966,2014-11-08-16-15-00,81.42383,242.38281,15.47998,37.28650227
967,2014-11-09-09-30-00,61.782227,141.5,12.179932,45.22808066
968,2014-11-09-13-30-00,57.28125,208.6836,17.939941,49.23555683
969,2014-11-10-06-50-00,88.20703,112.64844,3.169983,3.50473371
970,2014-11-10-10-50-00,54.2959,162.2461,14.209961,48.43997965
971,2014-11-10-14-50-00,67.58984,226.84375,18.489746,35.49821065
972,2014-11-11-08-15-00,73.29883,126.55859,9.505371,35.26102112
973,2014-11-11-12-15-00,53.00293,187.39062,17.19873,49.89457529
974,2014-11-11-16-15-00,81.91406,241.69531,19.25,41.30373444
975,2014-11-12-09-40-00,61.2959,144.23047,4.425293,16.90723655
976,2014-11-12-13-40-00,59.007812,210.72266,11.208252,32.86683037
977,2014-11-13-07-05-00,85.978516,115.45117,0.94999695,12.94144843
978,2014-11-13-11-05-00,54.28418,166.64844,9.00293,41.37781373
979,2014-11-13-15-05-00,70.43555,229.15625,11.589844,27.039223
980,2014-11-14-08-30-00,71.541016,129.80078,6.529907,10.63206829
981,2014-11-14-12-30-00,54.28125,191.50781,12.621094,40.60428249
982,2014-11-14-16-30-00,85.072266,243.33594,14.019775,28.32669784
983,2014-11-15-09-55-00,60.32617,148.1289,9.099365,19.86796016
984,2014-11-15-13-55-00,61.288086,213.83984,15.279785,22.65506326
985,2014-11-16-07-25-00,82.92383,119.021484,7.5699463,8.217624578
986,2014-11-16-11-25-00,54.31543,172.41797,10.359863,15.94763924
987,2014-11-16-15-25-00,74.08984,232.22656,14.73999,39.1633401
988,2014-11-17-08-55-00,68.42578,135.0586,9.865723,35.22019348
989,2014-11-17-12-55-00,56.29492,198.17188,13.510742,39.52463307
990,2014-11-18-10-25-00,58.16992,155.86719,7.6328125,15.48924633
991,2014-11-18-14-25-00,65.53125,220.05078,12.843262,41.23911267
992,2014-11-19-08-00-00,77.453125,125.146484,6.315796,29.33319191
993,2014-11-19-12-00-00,54.71582,182.40625,12.481201,43.55453761
994,2014-11-19-16-00-00,80.3457,237.5664,15.601807,35.64213472
995,2014-11-20-09-35-00,63.770508,143.86328,9.159912,10.51240828
996,2014-11-20-13-35-00,60.124023,208.14062,6.7540283,7.955879142
997,2014-11-21-07-15-00,85.66992,118.20703,7.2999268,7.83278535
998,2014-11-21-11-15-00,55.81836,169.44531,10.5998535,15.42632719
999,2014-11-21-15-15-00,73.17383,229.40234,12.369873,13.73893801
1000,2014-11-22-08-55-00,69.48828,135.5625,-1.6299744,0.60235069
1001,2014-11-22-12-55-00,57.304688,197.49219,-1.539978,-0.207984826
1002,2014-11-23-10-35-00,58.51172,158.57812,0.4440689,3.324642169
1003,2014-11-23-14-35-00,67.5957,221.21484,-0.5099945,-0.117162962
1004,2014-11-24-08-15-00,75.97461,128.27734,-4.8499756,-3.984674038
1005,2014-11-24-12-15-00,55.992188,186.21484,-1.5499878,11.05700982
1006,2014-11-24-16-15-00,83.43555,238.9414,-0.5499878,-0.090835523
1007,2014-11-25-09-55-00,62.56543,148.70312,-0.7736206,3.840044254
1008,2014-11-25-13-55-00,62.964844,212.08203,7.0999756,35.10387087
1009,2014-11-26-07-40-00,82.177734,122.61719,-0.9831543,16.78923134
1010,2014-11-26-11-40-00,56.216797,176.1836,5.82312,36.12656336
1011,2014-11-26-15-40-00,77.6582,232.86328,7.442505,29.94335783
1012,2014-11-27-09-25-00,66.44922,142.03906,2.8981323,32.05605327
1013,2014-11-27-13-25-00,60.320312,204.51953,6.717407,14.64608369
1014,2014-11-28-07-10-00,87.82031,118.203125,-0.6440735,-0.252054166
1015,2014-11-28-11-10-00,57.444336,167.76172,5.369995,35.65433162
1016,2014-11-28-15-10-00,73.10742,227.16016,8.219971,35.60309105
1017,2014-11-29-08-55-00,70.84766,135.98438,5.119995,31.3019429
1018,2014-11-29-12-55-00,58.439453,196.5039,10.223389,39.92390822
1019,2014-11-30-10-40-00,59.521484,159.73828,8.468262,36.05275019
1020,2014-11-30-14-40-00,68.98828,220.98047,11.719971,32.55460033
1021,2014-12-01-08-25-00,75.66992,130.48047,2.75,13.355927
1022,2014-12-01-12-25-00,57.399414,188.16016,8.923584,35.94804576
1023,2014-12-01-16-25-00,85.56641,239.1914,6.699951,8.197010957
1024,2014-12-02-10-15-00,61.89746,153.4414,3.694275,32.95497251
1025,2014-12-02-14-15-00,65.978516,215.38672,10.555908,38.82255352
1026,2014-12-03-08-05-00,79.19336,127.10742,5.4799805,24.53426921
1027,2014-12-03-12-05-00,57.291016,182.4336,14.929932,38.89510589
1028,2014-12-03-16-05-00,82.16797,235.75,16.739746,36.62337869
1029,2014-12-04-09-55-00,64.203125,148.6914,11.049805,18.44386713
1030,2014-12-04-13-55-00,63.896484,210.58594,14.47998,17.29449848
1031,2014-12-05-07-45-00,82.83984,123.91406,0.497406,0.673137393
1032,2014-12-05-11-45-00,57.578125,176.72266,-3.0671387,0.934344375
1033,2014-12-05-15-45-00,78.90039,232.15625,-3.3399658,-2.122024238
1034,2014-12-06-09-35-00,66.771484,144.20703,-3.6299438,24.04759132
1035,2014-12-06-13-35-00,62.10742,205.5625,-1.3425903,31.03184071
1036,2014-12-07-07-25-00,86.59375,120.88086,-4.732544,-4.505506559
1037,2014-12-07-11-25-00,58.25879,171.09375,-2.4699707,0.297258543
1038,2014-12-07-15-25-00,75.7832,228.39062,-0.16999817,1.08466297
1039,2014-12-08-09-20-00,68.92383,141.0039,-2.9299927,1.530370976
1040,2014-12-08-13-20-00,61.006836,201.58594,1.5,6.693909771
1041,2014-12-09-07-15-00,88.64844,119.427734,-2.6899414,-2.615638291
1042,2014-12-09-11-15-00,58.854492,168.22656,-0.8638153,26.35912425
1043,2014-12-09-15-15-00,74.29297,226.28906,-2.5266113,16.85686688
1044,2014-12-10-09-10-00,70.51172,138.92188,-8.347168,20.84735719
1045,2014-12-10-13-10-00,60.411133,198.78125,0.19999695,27.66455597
1046,2014-12-11-11-05-00,59.529297,165.40234,-1.1999817,30.85452586
1047,2014-12-11-15-05-00,72.83789,224.14844,5.6799316,30.61290083
1048,2014-12-12-09-00-00,72.134766,136.89062,-2.8899536,2.932981662
1049,2014-12-12-13-00-00,59.8916,195.9414,3.7454224,31.84474214
1050,2014-12-13-10-55-00,60.280273,162.625,1.3199768,4.645857691
1051,2014-12-13-14-55-00,71.41797,221.96484,8.029785,32.656051
1052,2014-12-14-08-55-00,73.072266,135.83984,1.038147,24.32395668
1053,2014-12-14-12-55-00,59.692383,194.3711,5.289917,36.7892054
1054,2014-12-15-10-55-00,60.444336,162.41797,5.6099854,31.54386099
1055,2014-12-15-14-55-00,71.37305,221.71094,8.335449,32.26524125
1056,2014-12-16-08-55-00,73.2832,135.72266,2.7799683,30.57067037
1057,2014-12-16-12-55-00,59.7334,194.09766,10.564209,37.9280565
1058,2014-12-17-10-55-00,60.5791,162.19531,9.494385,39.12319521
1059,2014-12-17-14-55-00,71.30078,221.47266,13.439941,39.9009757
1060,2014-12-18-08-55-00,73.47266,135.57812,0.15999985,11.7118722
1061,2014-12-18-12-55-00,59.745117,193.82812,9.759766,34.20825558
1062,2014-12-19-10-55-00,60.685547,161.96094,8.442627,34.73640178
1063,2014-12-19-14-55-00,71.203125,221.2539,12.514648,41.18544857
1064,2014-12-20-08-55-00,73.640625,135.41797,3.6799927,7.888658044
1065,2014-12-20-12-55-00,59.725586,193.5625,10.751465,41.61438427
1066,2014-12-21-10-55-00,60.76367,161.71484,3.5158691,24.78641159
1067,2014-12-21-14-55-00,71.08008,221.05078,4.3199463,4.985616194
1068,2014-12-22-08-55-00,73.7832,135.23047,-0.2599945,3.737152736
1069,2014-12-22-12-55-00,59.676758,193.30469,3.3428345,35.98599287
1070,2014-12-23-10-55-00,60.8125,161.45703,2.8451538,32.77655938
1071,2014-12-23-14-55-00,70.93164,220.86719,6.341797,34.09512995
1072,2014-12-24-08-55-00,73.90234,135.02734,1.4099731,30.16128798
1073,2014-12-24-12-55-00,59.598633,193.05469,7.0163574,37.95412447
1074,2014-12-24-16-55-00,89.93555,240.92969,7.1325684,9.86565223
1075,2014-12-25-10-55-00,60.83203,161.19531,3.9788208,37.94916145
1076,2014-12-25-14-55-00,70.75781,220.70312,7.692749,35.47067261
1077,2014-12-26-08-55-00,73.99805,134.80469,0.059135437,29.33292761
1078,2014-12-26-12-55-00,59.489258,192.8125,6.2785645,40.69462111
1079,2014-12-26-16-55-00,89.71484,240.83984,7.0499268,11.01031905
1080,2014-12-27-10-55-00,60.82129,160.91797,3.3129883,37.1767416
1081,2014-12-27-14-55-00,70.56055,220.5586,9.133301,39.73363983
1082,2014-12-28-08-55-00,74.06836,134.5625,-0.25,28.89352667
1083,2014-12-28-12-55-00,59.351562,192.57812,6.6398926,37.31144832
1084,2014-12-28-16-55-00,89.478516,240.77734,6.669922,6.820886968
1085,2014-12-29-10-55-00,60.782227,160.63672,4.659912,26.82548098
1086,2014-12-29-14-55-00,70.33984,220.4336,5.9577637,27.88492569
1087,2014-12-30-08-55-00,74.115234,134.30078,0.56999207,29.34725649
1088,2014-12-30-12-55-00,59.183594,192.35156,7.7199707,38.11797673
1089,2014-12-30-16-55-00,89.22461,240.73438,7.437378,13.80375382
1090,2014-12-31-10-50-00,61.06836,159.09375,5.483032,34.07245011
1091,2014-12-31-14-50-00,69.43945,219.32031,8.839355,37.72100284
